0, 0, 348, 116, -1, -1, -1, -1
1, 0.029625, 59, 114, -1, -1, -1, -1
2, 0.008272, 515, 1994, -1, -1, -1, -1
3, 0.238686, 3859, 19816, 9.52275e+06, 3796.39, 0, -1
7, 0.368561, 716, 3191, 962.906, 7.78998, -1, -1
6, 0.012838, 4861, 23284, 962.906, 5.58021, -1, -1
7, 0.150954, 1955, 8834, 80.6482, 4.02015, -1, -1
8, 0.06744, 1955, 8729, 80.6482, 3.88754, -1, -1
9, 0.034848, 1955, 8729, 48.4551, 3.69221, -1, -1
6, 0.00819, 3643, 16017, 48.4551, 3.91757, -1, -1
7, 0.071574, 2045, 9300, 5.6174, 3.709, -1, -1
8, 0.04351, 2045, 9289, 5.51753, 3.68541, -1, -1
9, 0.030364, 2045, 9289, 6.01785, 3.61243, -1, -1
7, 0.016713, 1944, 8809, 6.01785, 3.60498, -1, -1
7, 0.053958, 1316, 5671, 9.96932, 3.95971, -1, -1
8, 0.021671, 1316, 5613, 8.07567, 3.79697, -1, -1
7, 0.008451, 1280, 5405, 9.50133, 3.8262, -1, -1
8, 0.016403, 1280, 5393, 8.18248, 3.79404, -1, -1
7, 0.002906, 1280, 5393, 8.18248, 3.79404, -1, -1
8, 0.015821, 1280, 5393, 8.18248, 3.79404, -1, -1
4, 0.926867, 1280, 5393, 8.18248, 3.79404, -1, -1
5, 0.016481, 387, 1299, 8.18248, 3.86159, -1, -1
-1, 1.21993, 387, 1299, 8.18248, 3.86159, 0, 20
