0, 0, 504, 998, -1, -1, -1, -1
1, 0.006181, 504, 998, -1, -1, -1, -1
2, 0.020567, 1305, 6752, -1, -1, -1, -1
3, 0.19782, 3064, 15891, 288380, 388.806, 0, -1
7, 0.123121, 1401, 7276, 236.671, 6.10289, -1, -1
6, 0.020461, 7529, 38254, 312.37, 5.10196, -1, -1
7, 0.168128, 2956, 14457, 97.3269, 4.41969, -1, -1
8, 0.082473, 2956, 14186, 54.097, 4.0078, -1, -1
9, 0.02881, 2956, 14186, 27.2443, 3.79368, -1, -1
6, 0.011006, 5561, 25731, 27.2443, 3.98806, -1, -1
7, 0.097018, 3086, 14944, 27.2443, 3.79923, -1, -1
8, 0.067978, 3086, 14916, 24.4092, 3.76479, -1, -1
9, 0.027689, 3086, 14916, 24.2091, 3.68585, -1, -1
6, 0.011489, 5277, 24189, 24.2091, 3.88236, -1, -1
7, 0.08289, 3214, 15502, 24.2091, 3.72023, -1, -1
8, 0.059873, 3214, 15503, 24.2091, 3.70531, -1, -1
9, 0.027575, 3214, 15503, 24.2091, 3.66212, -1, -1
6, 0.013224, 6251, 29454, 29.9768, 3.98893, -1, -1
7, 0.117654, 3753, 18513, 27.8537, 3.74615, -1, -1
8, 0.097811, 3753, 18493, 22.7264, 3.70978, -1, -1
9, 0.031926, 3753, 18493, 18.8742, 3.63337, -1, -1
6, 0.010954, 5761, 26822, 18.8742, 3.80876, -1, -1
7, 0.086711, 3807, 18757, 18.8742, 3.65435, -1, -1
8, 0.066628, 3807, 18752, 18.8742, 3.64177, -1, -1
9, 0.030785, 3807, 18752, 18.8742, 3.60413, -1, -1
6, 0.012598, 6152, 29006, 18.8742, 3.86807, -1, -1
7, 0.105196, 4123, 20496, 13.2016, 3.66256, -1, -1
8, 0.087985, 4123, 20487, 13.2016, 3.64537, -1, -1
9, 0.03402, 4123, 20487, 13.2016, 3.60018, -1, -1
6, 0.010904, 5910, 27674, 13.6513, 3.76046, -1, -1
7, 0.088679, 4176, 20754, 13.2016, 3.61914, -1, -1
8, 0.072055, 4176, 20744, 13.2016, 3.61201, -1, -1
9, 0.034547, 4176, 20744, 12.8338, 3.58964, -1, -1
6, 0.010986, 5950, 27963, 13.8525, 3.77104, -1, -1
7, 0.095401, 4208, 21008, 9.54361, 3.61896, -1, -1
8, 0.068387, 4208, 21000, 9.54361, 3.60712, -1, -1
9, 0.032734, 4208, 21000, 9.54361, 3.58236, -1, -1
7, 0.048362, 4156, 20750, 8.18403, 3.57792, -1, -1
7, 0.098572, 2472, 12130, 9.99959, 4.15048, -1, -1
8, 0.046359, 2472, 12022, 9.85769, 3.97567, -1, -1
7, 0.029361, 2391, 11576, 9.98532, 4.04772, -1, -1
8, 0.034957, 2391, 11549, 9.98532, 4.00617, -1, -1
7, 0.02, 2382, 11494, 9.98532, 4.01565, -1, -1
8, 0.033136, 2382, 11491, 9.98532, 4.00991, -1, -1
7, 0.019493, 2380, 11482, 9.98532, 4.01357, -1, -1
8, 0.031899, 2380, 11480, 9.98532, 4.01095, -1, -1
4, 2.29239, 2380, 11480, 9.98532, 4.01095, -1, -1
5, 0.026216, 892, 3181, 9.97412, 4.18367, -1, -1
-1, 2.54318, 892, 3181, 9.97412, 4.18367, 0, 27
