0, 0, 36, 12, -1, -1, -1, -1
1, 0.000191, 8, 12, -1, -1, -1, -1
2, 0.016671, 632, 2456, -1, -1, -1, -1
3, 0.255383, 1618, 7798, 2047.7, 19.6405, 0, -1
7, 0.083574, 939, 4226, 57.2807, 4.77062, -1, -1
6, 0.014881, 5650, 27304, 46.9964, 4.47775, -1, -1
7, 0.167114, 2424, 11163, 8.50069, 4.03326, -1, -1
8, 0.0578, 2424, 11126, 7.59624, 3.97751, -1, -1
9, 0.031221, 2424, 11126, 6.29709, 3.79481, -1, -1
7, 0.026722, 2149, 9748, 5.67088, 3.76401, -1, -1
7, 0.070722, 1440, 6210, 9.897, 3.92231, -1, -1
8, 0.024031, 1440, 6117, 8.47548, 3.77464, -1, -1
7, 0.006938, 1399, 5906, 9.65786, 3.79761, -1, -1
8, 0.021139, 1399, 5899, 8.47548, 3.78055, -1, -1
7, 0.004672, 1396, 5882, 8.47548, 3.77982, -1, -1
8, 0.017524, 1396, 5882, 8.47548, 3.7796, -1, -1
7, 0.002818, 1396, 5882, 8.47548, 3.7796, -1, -1
8, 0.016886, 1396, 5882, 8.47548, 3.7796, -1, -1
4, 0.548319, 1396, 5882, 8.47548, 3.7796, -1, -1
5, 0.019941, 603, 2173, 8.23095, 3.83386, -1, -1
-1, 0.840505, 603, 2173, 8.23095, 3.83386, 0, 20
