0, 0, 36, 12, -1, -1, -1, -1
1, 0.000162, 8, 12, -1, -1, -1, -1
2, 0.01489, 568, 2186, -1, -1, -1, -1
3, 0.244271, 1487, 7178, 37841.2, 39.5078, 0, -1
7, 0.081119, 790, 3473, 13.2967, 4.55213, -1, -1
6, 0.013383, 5173, 25014, 16.151, 4.34707, -1, -1
7, 0.153919, 2610, 12240, 9.71777, 4.07133, -1, -1
8, 0.059741, 2610, 12217, 9.71777, 3.97027, -1, -1
9, 0.03204, 2610, 12217, 6.12714, 3.7886, -1, -1
7, 0.03177, 2307, 10709, 5.91718, 3.76144, -1, -1
7, 0.097154, 1372, 5955, 9.99646, 4.04834, -1, -1
8, 0.0235, 1372, 5836, 9.45831, 3.83657, -1, -1
7, 0.008234, 1331, 5613, 9.82092, 3.86148, -1, -1
8, 0.016196, 1331, 5601, 9.74065, 3.83692, -1, -1
7, 0.003318, 1328, 5584, 9.74065, 3.84215, -1, -1
8, 0.015151, 1328, 5582, 9.74065, 3.83988, -1, -1
7, 0.002559, 1328, 5582, 9.74065, 3.83988, -1, -1
8, 0.015231, 1328, 5582, 9.74065, 3.83988, -1, -1
4, 0.555119, 1328, 5582, 9.74065, 3.83988, -1, -1
5, 0.019994, 597, 2234, 9.74065, 3.91405, -1, -1
-1, 0.834436, 597, 2234, 9.74065, 3.91405, 0, 20
