0, 0, 36, 12, -1, -1, -1, -1
1, 0.000196, 8, 12, -1, -1, -1, -1
2, 0.017223, 548, 2104, -1, -1, -1, -1
3, 0.205043, 1459, 7039, 4827.15, 20.8666, 0, -1
7, 0.075507, 716, 3071, 64.2351, 5.06126, -1, -1
6, 0.011269, 4449, 20938, 65.0218, 4.57673, -1, -1
7, 0.130889, 2051, 9232, 18.2845, 4.09489, -1, -1
8, 0.055427, 2051, 9205, 9.21139, 4.01025, -1, -1
9, 0.030515, 2051, 9205, 6.61978, 3.82139, -1, -1
7, 0.028189, 1789, 7926, 5.91906, 3.77842, -1, -1
7, 0.052447, 1194, 5005, 9.96782, 4.00534, -1, -1
8, 0.019274, 1194, 4945, 8.92237, 3.84434, -1, -1
7, 0.00832, 1165, 4793, 9.87827, 3.86793, -1, -1
8, 0.014713, 1165, 4786, 8.92237, 3.85541, -1, -1
7, 0.002467, 1163, 4777, 8.92237, 3.85562, -1, -1
8, 0.014106, 1163, 4777, 8.92237, 3.85579, -1, -1
7, 0.002269, 1163, 4777, 8.92237, 3.85579, -1, -1
8, 0.013696, 1163, 4777, 8.92237, 3.85579, -1, -1
4, 0.460546, 1163, 4777, 8.92237, 3.85579, -1, -1
5, 0.020225, 481, 1603, 8.85559, 3.92537, -1, -1
-1, 0.703233, 481, 1603, 8.85559, 3.92537, 0, 18
